,State,Date,Text
523,Ohio,15-Apr-22,"Posted by Half-Staff Alerts Staff on Apr 15, 2022April 12-15, 2022 - Half-Staff Alert - Ohio***Update***The funeral for Town & Country Fire District Lieutenant Philip Wigal will take place tomorrow, April 15, 2022.  Flags may be raised to full staff tomorrow at sunset.In honor of the life an
                    …Continue Reading"
524,Indiana,13-Apr-22,"Posted by Half-Staff Alerts Staff on Apr 13, 2022April 14, 2022 - Half-Staff Alert - IndianaGovernor Eric J. Holcomb is directing flags to be flown at half-staff in Lawrence County to honor the life of Jerry Lee Hancock, Sr., the former mayor of Mitchell. Hancock was elected mayor of Mitchel
                    …Continue Reading"
525,Arizona,13-Apr-22,"Posted by Half-Staff Alerts Staff on Apr 13, 2022April 13, 2022 - Half-Staff Alert - ArizonaGovernor Doug Ducey has ordered flags at all state buildings be lowered to half-staff from sunrise to sunset tomorrow, April 13, in honor of Brendan Bessee, a firefighter and emergency medical technic
                    …Continue Reading"
526,Nebraska,12-Apr-22,"Posted by Half-Staff Alerts Staff on Apr 12, 2022April 13, 2022 - Half Staff Alert - NebraskaToday, Governor Pete Ricketts ordered flags to fly at half-staff to honor the passing of Elwood Volunteer Fire Department Chief Darren Krull.
“Susanne and I were heartbroken to receive news of the pa
                    …Continue Reading"
527,Washington,8-Apr-22,"Posted by Half-Staff Alerts Staff on Apr 08, 2022April 9, 2022 - Half Staff Alert - WashingtonGovernor Inslee is deeply saddened by the death of retired Washington State Supreme Court Justice Mary Elizabeth Fairhurst, 64, and direct that Washington State and United States flags at all state ag
                    …Continue Reading"
528,Alaska,8-Apr-22,"Posted by Half-Staff Alerts Staff on Apr 08, 2022April 8, 2022 - Half Staff Alert - AlaskaGovernor Dunleavy has ordered that Alaska and United States flags fly at half-staff between sunrise and sunset tomorrow, April 8, 2022, in honor of former Representative Charles G. Anderson Jr."
529,Maryland,7-Apr-22,"Posted by Half-Staff Alerts Staff on Apr 07, 2022April 9, 2022 - Half-Staff Alert - MarylandFlag Status Alert: Maryland Flag will be at Half-Staff
This is to advise that Governor Larry Hogan ordered the Maryland State Flag be lowered to half-staff from sunrise to sunset, Saturday, April 9,
                    …Continue Reading"
530,Kentucky,7-Apr-22,"Posted by Half-Staff Alerts Staff on Apr 07, 2022April 8, 2022 - Half-Staff Alert - KentuckyGov. Andy Beshear has ordered flags at all state buildings to be lowered to half-staff from sunrise to sunset on Friday, April 8, in honor of a Kentucky sailor who was killed in the Japanese attack on
                    …Continue Reading"
531,Massachusetts,7-Apr-22,"Posted by Half-Staff Alerts Staff on Apr 07, 2022April 9, 2022 - Half Staff Alert - MassachusettsPlease be advised that Massachusetts Governor Charlie Baker has ordered that the United States of America flag and the Commonwealth of Massachusetts flag be lowered to half-staff at all state building
                    …Continue Reading"
532,Virginia,5-Apr-22,"Posted by Half-Staff Alerts Staff on Apr 05, 2022April 6, 2022 - Half Staff Alert - VirginiaGovernor's Order for the Commonwealth of Virginia
In accordance with the authority vested in me as Governor, I hereby order that the flags of the United States of America and the Commonwealth of Virg
                    …Continue Reading"
533,Ohio,5-Apr-22,"Posted by Half-Staff Alerts Staff on Apr 05, 2022March 31, 2022 - April 8, 2022 - Half-Staff Alert - OhioThe funeral for Bluffton Police Officer Dominic Francis will be held on Friday, April 8.  Flags in Allen and Hancock Counties may be raised to full-staff at sundown on that day.
Governor DeWine order
                    …Continue Reading"
534,Ohio,5-Apr-22,"Posted by Half-Staff Alerts Staff on Apr 05, 2022April 1-9, 2022 - Half-Staff Alert - OhioGovernor DeWine has issued that the flags of the United States and the State of Ohio shall be flown at half-staff upon all public buildings an grounds throughout Guernsey County, the Ohio Statehouse,
                    …Continue Reading"
535,Massachusetts,5-Apr-22,"Posted by Half-Staff Alerts Staff on Apr 05, 2022April 2-5, 2022 - Half Staff Alert - MassachusettsPlease be advised that Massachusetts Governor Charlie Baker has ordered that the United States of America flag and the Commonwealth of Massachusetts flag be lowered to half-staff at all state building
                    …Continue Reading"
536,Kentucky,4-Apr-22,"Posted by Half-Staff Alerts Staff on Apr 04, 2022April 4, 2022 - Half-Staff Alert - KentuckyGov. Andy Beshear has ordered flags at all state buildings to be lowered to half-staff from sunrise to sunset Monday, April 4, in honor of a Kentucky Marine who died during a NATO exercise in Europe.
                    …Continue Reading"
537,Washington,4-Apr-22,"Posted by Half-Staff Alerts Staff on Apr 04, 2022April 4, 2022 - Half Staff Alert - WashingtonGovernor Inslee is deeply saddened by the death of Everett Police Officer Dan Rocha, 41, and directs that Washington State and United States flags at all state agency facilities be lowered to half-sta
                    …Continue Reading"
538,Indiana,3-Apr-22,"Posted by Half-Staff Alerts Staff on Apr 03, 2022April 3, 2022 - Half-Staff Alert - IndianaGovernor Eric J. Holcomb is directing flags to be flown at half-staff statewide to honor the life and sacrifice of USMC Captain Matthew Tomkiewicz of Fort Wayne. Captain Matthew Tomkiewicz died in the
                    …Continue Reading"
539,Massachusetts,31-Mar-22,"Posted by Half-Staff Alerts Staff on Mar 31, 2022April 1, 2022 - Half Staff Alert - MassachusettsPlease be advised that Massachusetts Governor Charlie Baker has ordered that the United States of America flag and the Commonwealth of Massachusetts flag be lowered to half-staff from sunrise until su
                    …Continue Reading"
540,Pennsylvania,31-Mar-22,"Posted by Half-Staff Alerts Staff on Mar 31, 2022March 21-25, 2022 and March 31, 2022 - Half-Staff Alert - PennsylvaniaPennsylvania State Police (PSP) Commissioner Robert Evanchick confirmed today that Trooper Martin F. Mack III, 33, and Trooper Branden T. Sisca, 29, were struck and killed by a driver earlier this mor
                    …Continue Reading"
541,Alaska,28-Mar-22,"Posted by Half-Staff Alerts Staff on Mar 28, 2022March 18, 2022 - April 2, 2022 - Half Staff Alert - AlaskaFlags can return to full-staff on Saturday, April 2, 2022, to coincide with the late Congressman Don Young’s memorial service. Here is more information regarding the memorial service:“What: Memorial s
                    …Continue Reading"
542,Arkansas,28-Mar-22,"Posted by Half-Staff Alerts Staff on Mar 28, 2022March 23, 2022 through interment (unknown) - Half Staff Alert - ArkansasGovernor Asa Hutchinson has ordered the United States flag and the Arkansas State flag to fly at half-staff for former interim U.S. senator for Arkansas, Kaneaster Hodges Jr., who passed away on March
                    …Continue Reading"
543,Ohio,27-Mar-22,"Posted by Half-Staff Alerts Staff on Mar 27, 2022March 23-27, 2022 - Half-Staff Alert - OhioGovernor DeWine ordered U.S. & Ohio flags in Scioto County to half-staff to honor Portsmouth Firefighter and EMT Edward Long from March 23, 2022 until sunset on the day of her funeral. All other publi
                    …Continue Reading"
544,Missouri,27-Mar-22,"Posted by Half-Staff Alerts Staff on Mar 27, 2022March 27, 2022 - Half-Staff Alert - MissouriGovernor Mike Parson has ordered U.S. and Missouri flags be flown at half-staff at all government buildings in St. Francois County, Missouri, for one full day on March 27, 2022, from sunrise to sunset
                    …Continue Reading"
545,Minnesota,25-Mar-22,"Posted by Half-Staff Alerts Staff on Mar 25, 2022March 25, 2022 - Half-Staff Alert - MinnesotaGovernor Tim Walz has ordered all United States and Minnesota flags to be flown at half-staff at all state buildings in the State of Minnesota, from sunrise until sunset on Friday, March 25, 2022, in
                    …Continue Reading"
546,Maryland,24-Mar-22,"Posted by Half-Staff Alerts Staff on Mar 24, 2022March 26, 2022 - Half-Staff Alert - MarylandThis is to advise that Governor Larry Hogan ordered the Maryland State Flag be lowered to half-staff from sunrise to sunset, Saturday, March 26, 2022.  This is the day of interment for former State De
                    …Continue Reading"
547,Maryland,24-Mar-22,"Posted by Half-Staff Alerts Staff on Mar 24, 2022March 26, 2022 - Half-Staff Alert - MarylandThis is to advise that Governor Larry Hogan ordered the Maryland State Flag be lowered to half-staff from sunrise to sunset, Saturday, March 26, 2022.  This is the day of interment for former Lieutena
                    …Continue Reading"
548,Washington,24-Mar-22,"Posted by Half-Staff Alerts Staff on Mar 24, 2022March 25, 2022 - Half Staff Alert - WashingtonGovernor Inslee is deeply saddened by the death of Pierce County Deputy Sheriff Dominique (Dom) Calata, 35, and directs that Washington State and United States flags at all state agency facilities be
                    …Continue Reading"
549,Missouri,24-Mar-22,"Posted by Half-Staff Alerts Staff on Mar 24, 2022March 25, 2022 - Half-Staff Alert - MissouriGovernor Mike Parson ordered U.S. and Missouri flags be flown at half-staff at all government buildings in Greene County, the Fire Fighters Memorial of Missouri in Kingdom City, and firehouses statewi
                    …Continue Reading"
550,Texas,22-Mar-22,"Posted by Half-Staff Alerts Staff on Mar 22, 2022March 18, 2022 thrugh Interment (unknown) - Half Staff Alert - Texas (Eastland County)Governor Abbott has allowed U.S. & Texas flags in Eastland County to fly at half-staff March 18, 2022 through interment (unknown) in honor of Deputy Barbara Fenley.
                    …Continue Reading"
551,Indiana,19-Mar-22,"Posted by Half-Staff Alerts Staff on Mar 19, 2022March 19, 2022 - Half-Staff Alert - IndianaGovernor Eric J. Holcomb is directing flags to be flown at half-staff in Lake County to honor the life of U.S. Army Captain Andrew W. Laud of Cedar Lake. Captain Laud was in active duty at the time of
                    …Continue Reading"
552,Virginia,18-Mar-22,"Posted by Half-Staff Alerts Staff on Mar 18, 2022March 19, 2022 - Half Staff Alert - VirginiaGovernor Youngkin has ordered that all U.S. & Virginia State flags be flown at half-staff, from sunrise to sunset, on Saturday, March 19, 2022, to honor Covington Police Officer Caleb Ogilvie.The gove
                    …Continue Reading"
553,Missouri,17-Mar-22,"Posted by Half-Staff Alerts Staff on Mar 17, 2022March 18, 2022 - Half-Staff Alert - MissouriToday, acting on behalf of Governor Mike Parson, Lt. Governor Mike Kehoe ordered U.S. and Missouri flags be flown at half-staff at all government buildings in Jasper and Newton counties on Friday, Mar
                    …Continue Reading"
554,Wisconsin,17-Mar-22,"Posted by Half-Staff Alerts Staff on Mar 17, 2022March 18, 2022 - Half-Staff Alert - WisconsinGov. Tony Evers signed Executive Order #159 ordering the flags of the United States and the state of Wisconsin to be flown at half-staff on Fri., March 18, 2022, in honor of former Lt. Gov. Margaret F
                    …Continue Reading"
555,Alabama,16-Mar-22,"Posted by Half-Staff Alerts Staff on Mar 16, 2022March 16-17, 2022 - Half Staff Alert - AlabamaGovernor Ivey ordered U.S. & Alabama flags in Macron County to half-staff March 16-17, 2022 to honor Macron County Commissioner Robert ""Mike"" Berry.
                    …Continue Reading"
556,Connecticut,15-Mar-22,"Posted by Half-Staff Alerts Staff on Mar 15, 2022March 18, 2022 - Half-Staff Alert - ConnecticutGovernor Ned Lamont today announced that he is directing U.S. and state flags in Connecticut lowered to half-staff from sunrise to sunset on Friday, March 18, 2022, in honor of Rocky Hill Fire Captain
                    …Continue Reading"
557,Georgia,14-Mar-22,"Posted by Half-Staff Alerts Staff on Mar 14, 2022March 16, 2022 - Half Staff Alert - GeorgiaGovernor Kemp ordered U.S. & Georgia flags on the State Capitol building and grounds to half-staff March 16, 2022 in honor of the Honorable Samuel Alan Massell Jr.
                    …Continue Reading"
558,Missouri,14-Mar-22,"Posted by Half-Staff Alerts Staff on Mar 14, 2022March 15, 2022 - Half-Staff Alert - MissouriToday, acting on behalf of Governor Mike Parson, Lt. Governor Mike Kehoe ordered U.S. and Missouri flags be flown at half-staff at all government buildings in Jasper and Newton counties on Tuesday, Ma
                    …Continue Reading"
559,Arizona,14-Mar-22,"Posted by Half-Staff Alerts Staff on Mar 14, 2022March 14, 2022 - Half-Staff Alert - ArizonaGovernor Doug Ducey today ordered flags at all state buildings be lowered to half-staff Monday, March 14, in honor of former Arizona House Minority Leader Robert McLendon, who died Wednesday.“The loss
                    …Continue Reading"
560,Delaware,11-Mar-22,"Posted by Half-Staff Alerts Staff on Mar 11, 2022March 11-15, 2022 - Half-Staff Alert - DelawareGovernor Carney Lowers Delaware Flags in Honor of Chief John PridemoreOn March 15, 2022, Delaware will lay to rest Clayton Town Manager and Clayton Fire Company Chief John Pridemore, who passed away o
                    …Continue Reading"
